"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status","productcategorykey","productcategoryalternatekey","englishproductcategoryname","productsubcategorykey-2","productsubcategoryalternatekey","englishproductsubcategoryname","productcategorykey-2"
547,"PD-R853",13,"HL Road Pedal","Silver/Black",500,375,NULL,1,"R ","HL Road Pedal","Top-of-the-line clipless pedals with adjustable tension.","00:00.0",NULL,"Current",2,2,"Components",13,13,"Pedals",2
546,"PD-R563",13,"ML Road Pedal","Silver/Black",500,375,NULL,1,"R ","ML Road Pedal","Lightweight aluminum alloy construction.","00:00.0",NULL,"Current",2,2,"Components",13,13,"Pedals",2
250,"FR-R92R-56",14,"HL Road Frame - Red, 56","Red",500,375,"56",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
251,"FR-R92R-56",14,"HL Road Frame - Red, 56","Red",500,375,"56",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
252,"FR-R92R-56",14,"HL Road Frame - Red, 56","Red",500,375,"56",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
253,"FR-R38B-58",14,"LL Road Frame - Black, 58","Black",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
417,"FR-R72Y-38",14,"ML Road Frame-W - Yellow, 38","Yellow",500,375,"38",2,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
418,"FR-R72Y-38",14,"ML Road Frame-W - Yellow, 38","Yellow",500,375,"38",2,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
254,"FR-R38B-58",14,"LL Road Frame - Black, 58","Black",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
255,"FR-R38B-58",14,"LL Road Frame - Black, 58","Black",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
256,"FR-R38B-60",14,"LL Road Frame - Black, 60","Black",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
429,"FR-R72Y-40",14,"ML Road Frame-W - Yellow, 40","Yellow",500,375,"40",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
430,"FR-R72Y-40",14,"ML Road Frame-W - Yellow, 40","Yellow",500,375,"40",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
431,"FR-R72Y-42",14,"ML Road Frame-W - Yellow, 42","Yellow",500,375,"42",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
432,"FR-R72Y-42",14,"ML Road Frame-W - Yellow, 42","Yellow",500,375,"42",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
433,"FR-R72Y-44",14,"ML Road Frame-W - Yellow, 44","Yellow",500,375,"44",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
434,"FR-R72Y-44",14,"ML Road Frame-W - Yellow, 44","Yellow",500,375,"44",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
435,"FR-R72Y-48",14,"ML Road Frame-W - Yellow, 48","Yellow",500,375,"48",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
436,"FR-R72Y-48",14,"ML Road Frame-W - Yellow, 48","Yellow",500,375,"48",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
437,"FR-R92B-62",14,"HL Road Frame - Black, 62","Black",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
438,"FR-R92B-62",14,"HL Road Frame - Black, 62","Black",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
439,"FR-R92B-44",14,"HL Road Frame - Black, 44","Black",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
440,"FR-R92B-44",14,"HL Road Frame - Black, 44","Black",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
441,"FR-R92B-48",14,"HL Road Frame - Black, 48","Black",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
442,"FR-R92B-48",14,"HL Road Frame - Black, 48","Black",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
443,"FR-R92B-52",14,"HL Road Frame - Black, 52","Black",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
444,"FR-R92B-52",14,"HL Road Frame - Black, 52","Black",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
257,"FR-R38B-60",14,"LL Road Frame - Black, 60","Black",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
258,"FR-R38B-60",14,"LL Road Frame - Black, 60","Black",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
259,"FR-R38B-62",14,"LL Road Frame - Black, 62","Black",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
260,"FR-R38B-62",14,"LL Road Frame - Black, 62","Black",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
261,"FR-R38B-62",14,"LL Road Frame - Black, 62","Black",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
262,"FR-R38R-44",14,"LL Road Frame - Red, 44","Red",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
263,"FR-R38R-44",14,"LL Road Frame - Red, 44","Red",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
264,"FR-R38R-48",14,"LL Road Frame - Red, 48","Red",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
265,"FR-R38R-48",14,"LL Road Frame - Red, 48","Red",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
266,"FR-R38R-52",14,"LL Road Frame - Red, 52","Red",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
267,"FR-R38R-52",14,"LL Road Frame - Red, 52","Red",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
268,"FR-R38R-58",14,"LL Road Frame - Red, 58","Red",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
269,"FR-R38R-58",14,"LL Road Frame - Red, 58","Red",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
270,"FR-R38R-60",14,"LL Road Frame - Red, 60","Red",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
271,"FR-R38R-60",14,"LL Road Frame - Red, 60","Red",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
272,"FR-R38R-62",14,"LL Road Frame - Red, 62","Red",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
273,"FR-R38R-62",14,"LL Road Frame - Red, 62","Red",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
274,"FR-R72R-44",14,"ML Road Frame - Red, 44","Red",500,375,"44",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
275,"FR-R72R-48",14,"ML Road Frame - Red, 48","Red",500,375,"48",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
276,"FR-R72R-52",14,"ML Road Frame - Red, 52","Red",500,375,"52",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
277,"FR-R72R-58",14,"ML Road Frame - Red, 58","Red",500,375,"58",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
278,"FR-R72R-60",14,"ML Road Frame - Red, 60","Red",500,375,"60",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
279,"FR-R38B-44",14,"LL Road Frame - Black, 44","Black",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
280,"FR-R38B-44",14,"LL Road Frame - Black, 44","Black",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
281,"FR-R38B-44",14,"LL Road Frame - Black, 44","Black",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
282,"FR-R38B-48",14,"LL Road Frame - Black, 48","Black",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
283,"FR-R38B-48",14,"LL Road Frame - Black, 48","Black",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
284,"FR-R38B-48",14,"LL Road Frame - Black, 48","Black",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
285,"FR-R38B-52",14,"LL Road Frame - Black, 52","Black",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
286,"FR-R38B-52",14,"LL Road Frame - Black, 52","Black",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
287,"FR-R38B-52",14,"LL Road Frame - Black, 52","Black",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
210,"FR-R92B-58",14,"HL Road Frame - Black, 58","Black",500,375,"58",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
211,"FR-R92R-58",14,"HL Road Frame - Red, 58","Red",500,375,"58",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
238,"FR-R92R-62",14,"HL Road Frame - Red, 62","Red",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
239,"FR-R92R-62",14,"HL Road Frame - Red, 62","Red",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
240,"FR-R92R-62",14,"HL Road Frame - Red, 62","Red",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
241,"FR-R92R-44",14,"HL Road Frame - Red, 44","Red",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
242,"FR-R92R-44",14,"HL Road Frame - Red, 44","Red",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
243,"FR-R92R-44",14,"HL Road Frame - Red, 44","Red",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
244,"FR-R92R-48",14,"HL Road Frame - Red, 48","Red",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
245,"FR-R92R-48",14,"HL Road Frame - Red, 48","Red",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
246,"FR-R92R-48",14,"HL Road Frame - Red, 48","Red",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
247,"FR-R92R-52",14,"HL Road Frame - Red, 52","Red",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
248,"FR-R92R-52",14,"HL Road Frame - Red, 52","Red",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,2,2,"Components",14,14,"Road Frames",2
249,"FR-R92R-52",14,"HL Road Frame - Red, 52","Red",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current",2,2,"Components",14,14,"Road Frames",2
515,"SE-M236",15,"LL Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","LL Mountain Seat/Saddle 2","Synthetic leather. Features gel for increased comfort.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
522,"SE-T762",15,"ML Touring Seat/Saddle","NA",500,375,NULL,1,"T ","ML Touring Seat/Saddle","New design relieves pressure for long rides.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
521,"SE-T312",15,"LL Touring Seat/Saddle","NA",500,375,NULL,1,"T ","LL Touring Seat/Saddle","Comfortable, ergonomically shaped gel saddle.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
520,"SE-R995",15,"HL Road Seat/Saddle","NA",500,375,NULL,1,"R ","HL Road Seat/Saddle 2","Lightweight kevlar racing saddle. Leather.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
519,"SE-R908",15,"ML Road Seat/Saddle","NA",500,375,NULL,1,"T ","ML Road Seat/Saddle 2","Rubber bumpers absorb bumps.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
518,"SE-R581",15,"LL Road Seat/Saddle","NA",500,375,NULL,1,"R ","LL Road Seat/Saddle 1","Lightweight foam-padded saddle.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
517,"SE-M940",15,"HL Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","HL Mountain Seat/Saddle 2","Anatomic design for a full-day of riding in comfort. Durable leather.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
516,"SE-M798",15,"ML Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","ML Mountain Seat/Saddle 2","Designed to absorb shock.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
523,"SE-T924",15,"HL Touring Seat/Saddle","NA",500,375,NULL,1,"T ","HL Touring Seat/Saddle","Cut-out shell for a more comfortable ride.","00:00.0",NULL,"Current",2,2,"Components",15,15,"Saddles",2
500,"FR-T98U-60",16,"HL Touring Frame - Blue, 60","Blue",500,375,"60",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
502,"FR-T67U-50",16,"LL Touring Frame - Blue, 50","Blue",500,375,"50",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
503,"FR-T67U-54",16,"LL Touring Frame - Blue, 54","Blue",500,375,"54",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
504,"FR-T67U-58",16,"LL Touring Frame - Blue, 58","Blue",500,375,"58",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
505,"FR-T67U-62",16,"LL Touring Frame - Blue, 62","Blue",500,375,"62",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
506,"FR-T67Y-44",16,"LL Touring Frame - Yellow, 44","Yellow",500,375,"44",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
507,"FR-T67Y-50",16,"LL Touring Frame - Yellow, 50","Yellow",500,375,"50",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
508,"FR-T67Y-54",16,"LL Touring Frame - Yellow, 54","Yellow",500,375,"54",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
509,"FR-T67Y-58",16,"LL Touring Frame - Yellow, 58","Yellow",500,375,"58",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
510,"FR-T67U-44",16,"LL Touring Frame - Blue, 44","Blue",500,375,"44",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
492,"FR-T98Y-60",16,"HL Touring Frame - Yellow, 60","Yellow",500,375,"60",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
493,"FR-T67Y-62",16,"LL Touring Frame - Yellow, 62","Yellow",500,375,"62",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
494,"FR-T98Y-46",16,"HL Touring Frame - Yellow, 46","Yellow",500,375,"46",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
495,"FR-T98Y-50",16,"HL Touring Frame - Yellow, 50","Yellow",500,375,"50",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
496,"FR-T98Y-54",16,"HL Touring Frame - Yellow, 54","Yellow",500,375,"54",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
497,"FR-T98U-46",16,"HL Touring Frame - Blue, 46","Blue",500,375,"46",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
498,"FR-T98U-50",16,"HL Touring Frame - Blue, 50","Blue",500,375,"50",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
499,"FR-T98U-54",16,"HL Touring Frame - Blue, 54","Blue",500,375,"54",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current",2,2,"Components",16,16,"Touring Frames",2
