"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status","englishproductcategoryname","englishproductsubcategoryname"
400,"HB-M763",4,"ML Mountain Handlebars","NA",500,375,NULL,1,"M ","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.","00:00.0",NULL,"Current","Components","Handlebars"
401,"HB-M918",4,"HL Mountain Handlebars","NA",500,375,NULL,1,"M ","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.","00:00.0","00:00.0",NULL,"Components","Handlebars"
402,"HB-M918",4,"HL Mountain Handlebars","NA",500,375,NULL,1,"M ","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.","00:00.0",NULL,"Current","Components","Handlebars"
403,"HB-R504",4,"LL Road Handlebars","NA",500,375,NULL,1,"R ","LL Road Handlebars","Unique shape provides easier reach to the levers.","00:00.0","00:00.0",NULL,"Components","Handlebars"
404,"HB-R504",4,"LL Road Handlebars","NA",500,375,NULL,1,"R ","LL Road Handlebars","Unique shape provides easier reach to the levers.","00:00.0",NULL,"Current","Components","Handlebars"
405,"HB-R720",4,"ML Road Handlebars","NA",500,375,NULL,1,"R ","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.","00:00.0","00:00.0",NULL,"Components","Handlebars"
406,"HB-R720",4,"ML Road Handlebars","NA",500,375,NULL,1,"R ","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.","00:00.0",NULL,"Current","Components","Handlebars"
407,"HB-R956",4,"HL Road Handlebars","NA",500,375,NULL,1,"R ","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.","00:00.0","00:00.0",NULL,"Components","Handlebars"
408,"HB-R956",4,"HL Road Handlebars","NA",500,375,NULL,1,"R ","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.","00:00.0",NULL,"Current","Components","Handlebars"
409,"FR-M63B-38",12,"ML Mountain Frame - Black, 38","Black",500,375,"38",2,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
410,"FW-M423",17,"LL Mountain Front Wheel","Black",500,375,NULL,1,"M ","LL Mountain Front Wheel","Replacement mountain wheel for entry-level rider.","00:00.0","00:00.0",NULL,"Components","Wheels"
411,"FW-M762",17,"ML Mountain Front Wheel","Black",500,375,NULL,1,"M ","ML Mountain Front Wheel","Replacement mountain wheel for the casual to serious rider.","00:00.0","00:00.0",NULL,"Components","Wheels"
412,"FW-M928",17,"HL Mountain Front Wheel","Black",500,375,NULL,1,"M ","HL Mountain Front Wheel","High-performance mountain replacement wheel.","00:00.0","00:00.0",NULL,"Components","Wheels"
413,"FW-R623",17,"LL Road Front Wheel","Black",500,375,NULL,1,"R ","LL Road Front Wheel","Replacement road front wheel for entry-level cyclist.","00:00.0","00:00.0",NULL,"Components","Wheels"
414,"FW-R762",17,"ML Road Front Wheel","Black",500,375,NULL,1,"R ","ML Road Front Wheel","Sturdy alloy features a quick-release hub.","00:00.0","00:00.0",NULL,"Components","Wheels"
415,"FW-R820",17,"HL Road Front Wheel","Black",500,375,NULL,1,"R ","HL Road Front Wheel","Strong wheel with double-walled rim.","00:00.0","00:00.0",NULL,"Components","Wheels"
416,"FW-T905",17,"Touring Front Wheel","Black",500,375,NULL,1,"T ","Touring Front Wheel","Aerodynamic rims for smooth riding.","00:00.0","00:00.0",NULL,"Components","Wheels"
417,"FR-R72Y-38",14,"ML Road Frame-W - Yellow, 38","Yellow",500,375,"38",2,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
418,"FR-R72Y-38",14,"ML Road Frame-W - Yellow, 38","Yellow",500,375,"38",2,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current","Components","Road Frames"
419,"RW-M423",17,"LL Mountain Rear Wheel","Black",500,375,NULL,1,"M ","LL Mountain Rear Wheel","Replacement mountain wheel for entry-level rider.","00:00.0","00:00.0",NULL,"Components","Wheels"
420,"RW-M762",17,"ML Mountain Rear Wheel","Black",500,375,NULL,1,"M ","ML Mountain Rear Wheel","Replacement mountain wheel for the casual to serious rider.","00:00.0","00:00.0",NULL,"Components","Wheels"
421,"RW-M928",17,"HL Mountain Rear Wheel","Black",500,375,NULL,1,"M ","HL Mountain Rear Wheel","High-performance mountain replacement wheel.","00:00.0","00:00.0",NULL,"Components","Wheels"
422,"RW-R623",17,"LL Road Rear Wheel","Black",500,375,NULL,1,"R ","LL Road Rear Wheel","Replacement road rear wheel for entry-level cyclist.","00:00.0","00:00.0",NULL,"Components","Wheels"
423,"RW-R762",17,"ML Road Rear Wheel","Black",500,375,NULL,1,"R ","ML Road Rear Wheel","Aluminum alloy rim with stainless steel spokes; built for speed.","00:00.0","00:00.0",NULL,"Components","Wheels"
424,"RW-R820",17,"HL Road Rear Wheel","Black",500,375,NULL,1,"R ","HL Road Rear Wheel","Strong rear wheel with double-walled rim.","00:00.0","00:00.0",NULL,"Components","Wheels"
425,"RW-T905",17,"Touring Rear Wheel","Black",500,375,NULL,1,"T ","Touring Rear Wheel","Excellent aerodynamic rims guarantee a smooth ride.","00:00.0","00:00.0",NULL,"Components","Wheels"
426,"FR-M63B-40",12,"ML Mountain Frame - Black, 40","Black",500,375,"40",1,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
427,"FR-M63B-44",12,"ML Mountain Frame - Black, 44","Black",500,375,"44",1,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
428,"FR-M63B-48",12,"ML Mountain Frame - Black, 48","Black",500,375,"48",1,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
429,"FR-R72Y-40",14,"ML Road Frame-W - Yellow, 40","Yellow",500,375,"40",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
430,"FR-R72Y-40",14,"ML Road Frame-W - Yellow, 40","Yellow",500,375,"40",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current","Components","Road Frames"
431,"FR-R72Y-42",14,"ML Road Frame-W - Yellow, 42","Yellow",500,375,"42",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
432,"FR-R72Y-42",14,"ML Road Frame-W - Yellow, 42","Yellow",500,375,"42",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current","Components","Road Frames"
433,"FR-R72Y-44",14,"ML Road Frame-W - Yellow, 44","Yellow",500,375,"44",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
434,"FR-R72Y-44",14,"ML Road Frame-W - Yellow, 44","Yellow",500,375,"44",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current","Components","Road Frames"
435,"FR-R72Y-48",14,"ML Road Frame-W - Yellow, 48","Yellow",500,375,"48",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
436,"FR-R72Y-48",14,"ML Road Frame-W - Yellow, 48","Yellow",500,375,"48",1,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","00:00.0",NULL,"Current","Components","Road Frames"
437,"FR-R92B-62",14,"HL Road Frame - Black, 62","Black",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
438,"FR-R92B-62",14,"HL Road Frame - Black, 62","Black",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
439,"FR-R92B-44",14,"HL Road Frame - Black, 44","Black",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
440,"FR-R92B-44",14,"HL Road Frame - Black, 44","Black",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
441,"FR-R92B-48",14,"HL Road Frame - Black, 48","Black",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
492,"FR-T98Y-60",16,"HL Touring Frame - Yellow, 60","Yellow",500,375,"60",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current","Components","Touring Frames"
493,"FR-T67Y-62",16,"LL Touring Frame - Yellow, 62","Yellow",500,375,"62",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
494,"FR-T98Y-46",16,"HL Touring Frame - Yellow, 46","Yellow",500,375,"46",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current","Components","Touring Frames"
495,"FR-T98Y-50",16,"HL Touring Frame - Yellow, 50","Yellow",500,375,"50",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current","Components","Touring Frames"
496,"FR-T98Y-54",16,"HL Touring Frame - Yellow, 54","Yellow",500,375,"54",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current","Components","Touring Frames"
497,"FR-T98U-46",16,"HL Touring Frame - Blue, 46","Blue",500,375,"46",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current","Components","Touring Frames"
498,"FR-T98U-50",16,"HL Touring Frame - Blue, 50","Blue",500,375,"50",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current","Components","Touring Frames"
499,"FR-T98U-54",16,"HL Touring Frame - Blue, 54","Blue",500,375,"54",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current","Components","Touring Frames"
500,"FR-T98U-60",16,"HL Touring Frame - Blue, 60","Blue",500,375,"60",1,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","00:00.0",NULL,"Current","Components","Touring Frames"
501,"RD-2308",9,"Rear Derailleur","Silver",500,375,NULL,1,NULL,"Rear Derailleur","Wide-link design.","00:00.0",NULL,"Current","Components","Derailleurs"
502,"FR-T67U-50",16,"LL Touring Frame - Blue, 50","Blue",500,375,"50",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
503,"FR-T67U-54",16,"LL Touring Frame - Blue, 54","Blue",500,375,"54",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
504,"FR-T67U-58",16,"LL Touring Frame - Blue, 58","Blue",500,375,"58",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
505,"FR-T67U-62",16,"LL Touring Frame - Blue, 62","Blue",500,375,"62",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
506,"FR-T67Y-44",16,"LL Touring Frame - Yellow, 44","Yellow",500,375,"44",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
507,"FR-T67Y-50",16,"LL Touring Frame - Yellow, 50","Yellow",500,375,"50",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
508,"FR-T67Y-54",16,"LL Touring Frame - Yellow, 54","Yellow",500,375,"54",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
509,"FR-T67Y-58",16,"LL Touring Frame - Yellow, 58","Yellow",500,375,"58",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
510,"FR-T67U-44",16,"LL Touring Frame - Blue, 44","Blue",500,375,"44",1,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","00:00.0",NULL,"Current","Components","Touring Frames"
511,"FR-M63S-40",12,"ML Mountain Frame-W - Silver, 40","Silver",500,375,"40",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current","Components","Mountain Frames"
512,"FR-M63S-42",12,"ML Mountain Frame-W - Silver, 42","Silver",500,375,"42",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current","Components","Mountain Frames"
513,"FR-M63S-46",12,"ML Mountain Frame-W - Silver, 46","Silver",500,375,"46",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current","Components","Mountain Frames"
514,"RB-9231",6,"Rear Brakes","Silver",500,375,NULL,1,NULL,"Rear Brakes",NULL,"00:00.0",NULL,"Current","Components","Brakes"
515,"SE-M236",15,"LL Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","LL Mountain Seat/Saddle 2","Synthetic leather. Features gel for increased comfort.","00:00.0",NULL,"Current","Components","Saddles"
516,"SE-M798",15,"ML Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","ML Mountain Seat/Saddle 2","Designed to absorb shock.","00:00.0",NULL,"Current","Components","Saddles"
517,"SE-M940",15,"HL Mountain Seat/Saddle","NA",500,375,NULL,1,"M ","HL Mountain Seat/Saddle 2","Anatomic design for a full-day of riding in comfort. Durable leather.","00:00.0",NULL,"Current","Components","Saddles"
518,"SE-R581",15,"LL Road Seat/Saddle","NA",500,375,NULL,1,"R ","LL Road Seat/Saddle 1","Lightweight foam-padded saddle.","00:00.0",NULL,"Current","Components","Saddles"
519,"SE-R908",15,"ML Road Seat/Saddle","NA",500,375,NULL,1,"T ","ML Road Seat/Saddle 2","Rubber bumpers absorb bumps.","00:00.0",NULL,"Current","Components","Saddles"
520,"SE-R995",15,"HL Road Seat/Saddle","NA",500,375,NULL,1,"R ","HL Road Seat/Saddle 2","Lightweight kevlar racing saddle. Leather.","00:00.0",NULL,"Current","Components","Saddles"
521,"SE-T312",15,"LL Touring Seat/Saddle","NA",500,375,NULL,1,"T ","LL Touring Seat/Saddle","Comfortable, ergonomically shaped gel saddle.","00:00.0",NULL,"Current","Components","Saddles"
522,"SE-T762",15,"ML Touring Seat/Saddle","NA",500,375,NULL,1,"T ","ML Touring Seat/Saddle","New design relieves pressure for long rides.","00:00.0",NULL,"Current","Components","Saddles"
523,"SE-T924",15,"HL Touring Seat/Saddle","NA",500,375,NULL,1,"T ","HL Touring Seat/Saddle","Cut-out shell for a more comfortable ride.","00:00.0",NULL,"Current","Components","Saddles"
524,"FR-M21S-42",12,"LL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
525,"FR-M21S-44",12,"LL Mountain Frame - Silver, 44","Silver",500,375,"44",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
526,"FR-M21S-48",12,"LL Mountain Frame - Silver, 48","Silver",500,375,"48",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
527,"FR-M21S-52",12,"LL Mountain Frame - Silver, 52","Silver",500,375,"52",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
531,"FR-M21B-42",12,"LL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
532,"FR-M21B-44",12,"LL Mountain Frame - Black, 44","Black",500,375,"44",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
533,"FR-M21B-48",12,"LL Mountain Frame - Black, 48","Black",500,375,"48",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
534,"FR-M21B-52",12,"LL Mountain Frame - Black, 52","Black",500,375,"52",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
542,"PD-M282",13,"LL Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","LL Mountain Pedal","Expanded platform so you can ride in any shoes; great for all-around riding.","00:00.0",NULL,"Current","Components","Pedals"
543,"PD-M340",13,"ML Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","ML Mountain Pedal","Lightweight, durable, clipless pedal with adjustable tension.","00:00.0",NULL,"Current","Components","Pedals"
544,"PD-M562",13,"HL Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","HL Mountain Pedal","Stainless steel; designed to shed mud easily.","00:00.0",NULL,"Current","Components","Pedals"
545,"PD-R347",13,"LL Road Pedal","Silver/Black",500,375,NULL,1,"R ","LL Road Pedal","Clipless pedals - aluminum.","00:00.0",NULL,"Current","Components","Pedals"
546,"PD-R563",13,"ML Road Pedal","Silver/Black",500,375,NULL,1,"R ","ML Road Pedal","Lightweight aluminum alloy construction.","00:00.0",NULL,"Current","Components","Pedals"
547,"PD-R853",13,"HL Road Pedal","Silver/Black",500,375,NULL,1,"R ","HL Road Pedal","Top-of-the-line clipless pedals with adjustable tension.","00:00.0",NULL,"Current","Components","Pedals"
548,"PD-T852",13,"Touring Pedal","Silver/Black",500,375,NULL,1,"T ","Touring Pedal","A stable pedal for all-day riding.","00:00.0",NULL,"Current","Components","Pedals"
549,"FR-M63S-38",12,"ML Mountain Frame-W - Silver, 38","Silver",500,375,"38",2,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current","Components","Mountain Frames"
550,"FR-M21B-40",12,"LL Mountain Frame - Black, 40","Black",500,375,"40",2,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
551,"FR-M21S-40",12,"LL Mountain Frame - Silver, 40","Silver",500,375,"40",2,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current","Components","Mountain Frames"
552,"FD-2342",9,"Front Derailleur","Silver",500,375,NULL,1,NULL,"Front Derailleur","Wide-link design.","00:00.0",NULL,"Current","Components","Derailleurs"
553,"HB-T721",4,"LL Touring Handlebars","NA",500,375,NULL,1,"T ","LL Touring Handlebars","Unique shape reduces fatigue for entry level riders.","00:00.0",NULL,"Current","Components","Handlebars"
554,"HB-T928",4,"HL Touring Handlebars","NA",500,375,NULL,1,"T ","HL Touring Handlebars","A light yet stiff aluminum bar for long distance riding.","00:00.0",NULL,"Current","Components","Handlebars"
555,"FB-9873",6,"Front Brakes","Silver",500,375,NULL,1,NULL,"Front Brakes","All-weather brake pads; provides superior stopping by applying more surface to the rim.","00:00.0",NULL,"Current","Components","Brakes"
556,"CS-4759",8,"LL Crankset","Black",500,375,NULL,1,NULL,"LL Crankset","Super rigid spindle.","00:00.0",NULL,"Current","Components","Cranksets"
210,"FR-R92B-58",14,"HL Road Frame - Black, 58","Black",500,375,"58",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
558,"CS-9183",8,"HL Crankset","Black",500,375,NULL,1,NULL,"HL Crankset","Triple crankset; alumunim crank arm; flawless shifting.","00:00.0",NULL,"Current","Components","Cranksets"
559,"CH-0234",7,"Chain","Silver",500,375,NULL,1,NULL,"Chain","Superior shifting performance.","00:00.0",NULL,"Current","Components","Chains"
601,"BB-7421",5,"LL Bottom Bracket","NA",500,375,NULL,1,NULL,"LL Bottom Bracket","Chromoly steel.","00:00.0",NULL,"Current","Components","Bottom Brackets"
602,"BB-8107",5,"ML Bottom Bracket","NA",500,375,NULL,1,NULL,"ML Bottom Bracket","Aluminum alloy cups; large diameter spindle.","00:00.0",NULL,"Current","Components","Bottom Brackets"
603,"BB-9108",5,"HL Bottom Bracket","NA",500,375,NULL,1,NULL,"HL Bottom Bracket","Aluminum alloy cups and a hollow axle.","00:00.0",NULL,"Current","Components","Bottom Brackets"
445,"SH-M897-S",22,"Men's Sports Shorts, S","Black",4,3,"S",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL,"Clothing","Shorts"
236,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL","Multi",4,3,"XL",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,"Clothing","Jerseys"
235,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL","Multi",4,3,"XL",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,"Clothing","Jerseys"
234,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L","Multi",4,3,"L",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0",NULL,"Current","Clothing","Jerseys"
464,"GL-H102-M",20,"Half-Finger Gloves, M","Black",4,3,"M",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL,"Clothing","Gloves"
465,"GL-H102-M",20,"Half-Finger Gloves, M","Black",4,3,"M",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current","Clothing","Gloves"
466,"GL-H102-L",20,"Half-Finger Gloves, L","Black",4,3,"L",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL,"Clothing","Gloves"
467,"GL-H102-L",20,"Half-Finger Gloves, L","Black",4,3,"L",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current","Clothing","Gloves"
468,"GL-F110-S",20,"Full-Finger Gloves, S","Black",4,3,"S",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL,"Clothing","Gloves"
469,"GL-F110-M",20,"Full-Finger Gloves, M","Black",4,3,"M",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL,"Clothing","Gloves"
470,"GL-F110-L",20,"Full-Finger Gloves, L","Black",4,3,"L",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL,"Clothing","Gloves"
471,"VE-C304-S",25,"Classic Vest, S","Blue",4,3,"S",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current","Clothing","Vests"
472,"VE-C304-M",25,"Classic Vest, M","Blue",4,3,"M",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current","Clothing","Vests"
473,"VE-C304-L",25,"Classic Vest, L","Blue",4,3,"L",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current","Clothing","Vests"
474,"SH-W890-S",22,"Women's Mountain Shorts, S","Black",4,3,"S",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current","Clothing","Shorts"
475,"SH-W890-M",22,"Women's Mountain Shorts, M","Black",4,3,"M",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current","Clothing","Shorts"
476,"SH-W890-L",22,"Women's Mountain Shorts, L","Black",4,3,"L",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current","Clothing","Shorts"
481,"SO-R809-M",23,"Racing Socks, M","White",4,3,"M",0,"R ","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","00:00.0",NULL,"Current","Clothing","Socks"
